cod,mpio_name,ADO|EU/LWAL+DNO,CR+PC/LWAL+DUL,CR/LFINF+DUH,CR/LFINF+DUL,CR/LFINF+DUM,CR/LWAL+DUH,CR/LWAL+DUL,CR/LWAL+DUM,MATO/LN,MCF/LWAL+DUH,MCF/LWAL+DUL,MCF/LWAL+DUM,MR/LWAL+DUH,MR/LWAL+DUL,MR/LWAL+DUM,MUR+ST/LWAL+DNO,MUR/LWAL+DNO,UNK,W+WO/LN+DNO
25873,Villapinzon,30,7,0,0,0,0,0,0,0,0,54,0,0,0,0,27,702,56,1
25875,Villeta,15,137,0,0,0,0,10,0,45,0,285,0,0,0,0,125,3442,1204,54
25878,Viota,54,36,0,0,0,0,2,0,30,0,68,0,0,0,0,44,952,420,47
25885,Yacopi,15,12,0,0,0,0,0,0,16,0,49,0,0,0,0,39,753,209,110
25898,Zipacon,29,18,0,0,0,0,1,0,1,0,27,0,0,0,0,15,352,88,5
25899,Zipaquira,129,145,0,3552,888,0,0,133,3,0,773,2917,0,0,0,44,11003,933,57
27001,Quibdo,35,73,270,1084,0,469,0,0,27,3224,1562,0,0,0,0,277,11526,3976,4974
27006,Acandi,3,9,0,0,0,0,4,0,7,0,86,0,0,0,0,67,1251,472,516
27025,Alto Baudo,10,1,0,0,0,0,0,0,4,0,7,0,0,0,0,3,56,34,521
27050,Atrato,1,5,0,0,0,0,2,0,2,0,44,0,0,0,0,35,667,256,323
27073,Bagado,0,3,0,0,0,0,2,0,1,0,41,0,0,0,0,33,607,171,156
27075,Bahia Solano,3,9,0,0,0,0,10,0,0,0,64,0,0,0,0,31,600,176,651
27077,Bajo Baudo,3,6,0,0,0,0,3,0,1,0,34,0,0,0,0,23,459,74,707
27099,Bojaya,3,1,0,0,0,0,1,0,0,0,14,0,0,0,0,9,180,199,976
27135,El Canton del San Pablo,1,2,0,0,0,0,0,0,5,0,47,0,0,0,0,42,769,276,243
27150,Carmen del Darien,5,1,0,0,0,0,0,0,3,0,3,0,0,0,0,2,23,12,634
27160,Certegui,4,3,0,0,0,0,9,0,0,0,52,0,0,0,0,25,501,232,74
27205,Condoto,109,4,0,0,0,0,2,0,4,0,133,0,0,0,0,103,2019,504,270
27245,El Carmen de Atrato,163,15,0,0,0,0,2,0,0,0,28,0,0,0,0,15,344,56,24
27250,El Litoral del San Juan,2,24,0,0,0,0,1,0,1,0,7,0,0,0,0,4,65,56,496
27361,Istmina,9,35,0,83,0,0,70,0,4,0,618,0,0,0,0,37,3078,1339,1192
27372,Jurado,2,5,0,0,0,0,0,0,7,0,16,0,0,0,0,12,212,66,392
27413,Lloro,5,0,0,0,0,0,3,0,1,0,41,0,0,0,0,33,560,214,427
27425,Medio Atrato,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,8,136,41,494
27430,Medio Baudo,4,4,0,0,0,0,1,0,3,0,16,0,0,0,0,13,233,109,1209
27450,Medio San Juan,0,0,0,0,0,0,1,0,1,0,27,0,0,0,0,22,394,74,197
27491,Novita,3,4,0,0,0,0,3,0,8,0,54,0,0,0,0,36,720,147,268
27495,Nuqui,2,2,0,0,0,0,3,0,5,0,16,0,0,0,0,9,159,10,157
27580,Rio Iro,0,3,0,0,0,0,6,0,3,0,39,0,0,0,0,28,456,158,252
27600,Rio Quito,4,5,0,0,0,0,1,0,0,0,47,0,0,0,0,39,716,258,519
27615,Riosucio,12,34,0,11,0,0,10,0,77,0,156,0,0,0,0,43,973,764,4582
27660,San Jose del Palmar,20,11,0,0,0,0,4,0,14,0,32,0,0,0,0,21,368,163,124
27745,Sipi,2,1,0,0,0,0,3,0,0,0,20,0,0,0,0,13,224,81,350
27787,Tado,39,3,0,0,0,0,6,0,1,0,180,0,0,0,0,125,2561,504,228
27800,Unguia,5,20,0,0,0,0,1,0,12,0,60,0,0,0,0,57,968,374,722
27810,Union Panamericana,1,3,0,0,0,0,1,0,3,0,60,0,0,0,0,47,905,277,267
41001,Neiva,571,264,1271,6777,0,1664,0,0,834,11660,8430,0,617,0,0,851,38835,13034,1931
41006,Acevedo,190,6,0,0,0,0,0,0,9,0,46,0,0,0,0,37,720,222,18
41013,Agrado,552,3,0,0,0,0,6,0,30,0,63,0,0,0,0,39,764,311,71
41016,Aipe,276,7,0,0,0,0,2,0,64,0,154,0,0,0,0,109,2277,763,55
41020,Algeciras,193,2,0,0,0,0,2,0,34,0,148,0,0,0,0,143,2468,847,31
41026,Altamira,175,1,0,0,0,0,0,0,3,0,37,0,0,0,0,27,556,134,5
41078,Baraya,579,2,0,0,0,0,2,0,10,0,28,0,0,0,0,17,357,150,8
41132,Campoalegre,447,59,0,75,0,0,14,0,25,0,795,0,0,0,0,99,4898,957,15
41206,Colombia,430,3,0,0,0,0,1,0,3,0,20,0,0,0,0,13,272,296,9
41244,Elias,197,0,0,0,0,0,0,0,2,0,19,0,0,0,0,13,265,68,5
41298,Garzon,927,23,194,778,0,46,0,0,127,1504,682,0,0,0,0,103,5323,1369,139
41306,Gigante,429,10,0,0,0,0,8,0,9,0,187,0,0,0,0,129,2612,703,13
41319,Guadalupe,210,3,0,0,0,0,2,0,31,0,84,0,0,0,0,72,1314,254,85
41349,Hobo,209,41,0,0,0,0,0,0,22,0,63,0,0,0,0,52,987,381,10
41357,Iquira,370,14,0,0,0,0,1,0,21,0,34,0,0,0,0,31,553,579,72
41359,Isnos,82,3,0,0,0,0,1,0,12,0,77,0,0,0,0,65,1185,135,168
41378,La Argentina,105,28,0,0,0,0,2,0,5,0,70,0,0,0,0,56,1031,148,24
41396,La Plata,657,22,0,125,0,0,15,0,30,0,797,0,0,0,0,69,4710,1013,103
41483,Nataga,295,1,0,0,0,0,2,0,2,0,23,0,0,0,0,18,326,133,7
41503,Oporapa,322,0,0,0,0,0,1,0,6,0,32,0,0,0,0,25,478,102,15
41518,Paicol,219,0,0,0,0,0,0,0,3,0,36,0,0,0,0,24,520,141,6
41524,Palermo,541,2,0,0,0,0,6,0,35,0,241,0,0,0,0,156,3400,841,20
41530,Palestina,80,1,0,0,0,0,0,0,1,0,19,0,0,0,0,18,311,51,13
41548,Pital,284,0,0,0,0,0,2,0,3,0,57,0,0,0,0,39,809,236,4
41551,Pitalito,399,51,356,1428,0,93,0,0,55,2957,1397,0,0,0,0,160,10401,2539,155
41615,Rivera,340,12,0,0,0,0,6,0,20,0,218,0,0,0,0,154,3138,523,9
41660,Saladoblanco,80,2,0,0,0,0,2,0,3,0,24,0,0,0,0,14,287,56,16
41668,San Agustin,433,7,0,0,0,0,4,0,7,0,163,0,0,0,0,116,2365,462,80
41676,Santa Maria,105,6,0,0,0,0,2,0,3,0,38,0,0,0,0,25,507,157,7
41770,Suaza,300,1,0,0,0,0,3,0,15,0,76,0,0,0,0,53,1089,189,43
41791,Tarqui,531,6,0,0,0,0,3,0,25,0,81,0,0,0,0,63,1204,281,58
41797,Tesalia,274,1,0,0,0,0,2,0,3,0,94,0,0,0,0,69,1414,339,6
41799,Tello,416,4,0,0,0,0,1,0,15,0,73,0,0,0,0,65,1190,410,13
41801,Teruel,67,2,0,0,0,0,1,0,0,0,60,0,0,0,0,43,888,187,1
41807,Timana,491,6,0,0,0,0,0,0,19,0,94,0,0,0,0,67,1427,206,39
41872,Villavieja,615,18,0,0,0,0,1,0,7,0,53,0,0,0,0,53,899,305,23
41885,Yaguara,175,2,0,0,0,0,3,0,13,0,97,0,0,0,0,61,1347,268,28
44001,Riohacha,680,115,0,2000,500,0,0,251,1304,0,993,4320,0,0,0,314,16600,2280,807
44035,Albania,221,21,0,0,0,0,4,0,165,0,176,0,0,0,0,123,2553,127,70
44078,Barrancas,103,20,0,0,0,0,9,0,92,0,152,0,0,0,0,121,2114,472,21
44090,Dibulla,29,84,0,85,0,0,2,0,316,0,482,0,0,0,0,86,3122,557,203
44098,Distraccion,449,15,0,0,0,0,6,0,40,0,108,0,0,0,0,83,1563,272,3
44110,El Molino,102,1,0,0,0,0,1,0,0,0,66,0,0,0,0,58,1063,149,4
44279,Fonseca,576,47,0,148,0,0,64,0,246,0,1070,0,0,0,0,118,6113,903,92
44378,Hatonuevo,427,32,0,0,0,0,30,0,23,0,201,0,0,0,0,125,2149,566,16
44420,La Jagua del Pilar,69,0,0,0,0,0,0,0,5,0,22,0,0,0,0,19,346,43,3
44430,Maicao,105,317,0,1060,265,0,0,207,1089,0,493,2310,0,0,0,200,8830,1737,164
44560,Manaure,67,27,0,0,0,0,5,0,63,0,85,0,0,0,0,79,1251,482,37
44650,San Juan del Cesar,579,21,0,418,105,0,0,29,102,0,295,1507,0,0,0,140,5802,1418,152
44847,Uribia,35,24,0,0,0,0,6,0,87,0,74,0,0,0,0,58,970,950,55
44855,Urumita,163,0,0,0,0,0,7,0,2,0,113,0,0,0,0,78,1525,85,19
44874,Villanueva,292,1,0,23,0,0,146,0,32,0,660,0,0,0,0,56,2790,206,29
47001,Santa Marta,63,188,0,9597,1800,0,0,2259,722,0,6893,14695,0,0,692,921,52405,14036,1517
47030,Algarrobo,219,3,0,0,0,0,0,0,15,0,133,0,0,0,0,141,2330,386,33
47053,Aracataca,34,11,0,123,0,0,82,0,68,0,906,0,0,0,0,125,5065,336,189
47058,Ariguani,262,48,0,32,0,0,16,0,79,0,531,0,0,0,0,140,3534,535,378
47161,Cerro San Antonio,46,4,0,0,0,0,7,0,78,0,85,0,0,0,0,104,1297,163,41
47170,Chivolo,130,9,0,0,0,0,20,0,44,0,170,0,0,0,0,174,2317,431,190
47189,Cienaga,31,370,0,651,162,0,0,107,703,0,702,3554,0,0,0,468,14299,1968,612
47205,Concordia,174,3,0,0,0,0,0,0,72,0,102,0,0,0,0,125,1778,362,31
47245,El Banco,749,21,0,346,86,0,0,16,415,0,247,1363,0,0,0,365,6171,1248,611
47258,El Pinon,477,23,0,0,0,0,1,0,95,0,134,0,0,0,0,207,2586,545,110
47268,El Reten,29,20,0,0,0,0,0,0,69,0,133,0,0,0,0,147,2346,274,89
47288,Fundacion,49,233,0,744,186,0,0,81,104,0,455,2171,0,0,0,200,8365,1968,185
47318,Guamal,832,3,0,0,0,0,9,0,72,0,137,0,0,0,0,136,2066,373,160
47460,Nueva Granada,426,49,0,0,0,0,7,0,65,0,92,0,0,0,0,145,1600,312,172
47541,Pedraza,178,0,0,0,0,0,0,0,44,0,58,0,0,0,0,96,1102,195,35
47545,Pijino del Carmen,219,6,0,0,0,0,2,0,71,0,49,0,0,0,0,75,906,235,212
47551,Pivijay,796,4,0,39,0,0,2,0,32,0,783,0,0,0,0,160,5222,1060,77
47555,Plato,1623,17,0,308,77,0,0,67,198,0,259,1269,0,0,0,196,5225,823,514
47570,Puebloviejo,33,5,0,68,0,0,2,0,91,0,473,0,0,0,0,127,3252,146,271
47605,Remolino,125,8,0,0,0,0,0,0,40,0,74,0,0,0,0,95,1368,256,15
47660,Sabanas de San Angel,373,1,0,0,0,0,2,0,12,0,57,0,0,0,0,76,1014,254,192
47675,Salamina,48,0,0,0,0,0,0,0,24,0,100,0,0,0,0,134,1830,269,27
47692,San Sebastian de Buenavista,446,97,0,0,0,0,1,0,31,0,80,0,0,0,0,155,1665,412,153
47703,San Zenon,288,0,0,0,0,0,0,0,4,0,64,0,0,0,0,107,1295,225,45
47707,Santa Ana,185,43,0,0,0,0,2,0,36,0,147,0,0,0,0,195,2638,319,88
47720,Santa Barbara de Pinto,374,52,0,0,0,0,0,0,6,0,40,0,0,0,0,53,746,277,73
47745,Sitionuevo,3,1,0,95,0,0,1,0,71,0,381,0,0,0,0,172,2903,206,702
47798,Tenerife,273,17,0,0,0,0,0,0,98,0,87,0,0,0,0,125,1638,248,101
47960,Zapayan,182,0,0,0,0,0,1,0,44,0,43,0,0,0,0,65,797,146,415
47980,Zona Bananera,272,20,0,420,104,0,0,91,675,0,331,1859,0,0,0,278,7452,983,760
50001,Villavicencio,89,420,1803,9617,0,2657,0,0,655,17098,12453,0,732,0,0,803,56229,20132,1013
50006,Acacias,8,35,264,1059,0,133,0,0,71,2823,1382,0,0,0,0,93,9941,3132,75
50110,Barranca de Upia,6,7,0,0,0,0,2,0,34,0,56,0,0,0,0,45,851,147,8
50124,Cabuyaro,6,8,0,0,0,0,0,0,37,0,49,0,0,0,0,40,767,243,12
50150,Castilla la Nueva,1,21,0,0,0,0,1,0,53,0,120,0,0,0,0,64,1613,187,102
50223,Cubarral,1,4,0,0,0,0,4,0,3,0,84,0,0,0,0,43,1054,256,11
50226,Cumaral,6,17,0,0,0,0,6,0,50,0,284,0,0,0,0,146,3634,645,31
50245,El Calvario,51,6,0,0,0,0,0,0,0,0,11,0,0,0,0,7,139,72,5
50251,El Castillo,0,1,0,0,0,0,1,0,47,0,61,0,0,0,0,55,993,247,38
50270,El Dorado,2,2,0,0,0,0,2,0,0,0,33,0,0,0,0,18,415,92,20
50287,Fuente de Oro,7,7,0,0,0,0,6,0,78,0,132,0,0,0,0,94,1846,393,78
50313,Granada,11,163,260,1042,0,86,0,0,300,2588,1212,0,0,0,0,151,9179,3911,175
50318,Guamal,0,9,0,0,0,0,3,0,13,0,150,0,0,0,0,82,1997,242,8
50325,Mapiripan,2,4,0,0,0,0,2,0,18,0,20,0,0,0,0,12,238,88,328
50330,Mesetas,2,3,0,0,0,0,0,0,4,0,60,0,0,0,0,54,982,228,89
50350,La Macarena,2,7,0,0,0,0,1,0,10,0,49,0,0,0,0,43,789,631,663
50370,Uribe,3,2,0,0,0,0,2,0,0,0,24,0,0,0,0,18,327,210,314
50400,Lejanias,1,2,0,0,0,0,2,0,2,0,69,0,0,0,0,52,1019,84,32
50450,Puerto Concordia,0,3,0,0,0,0,11,0,6,0,48,0,0,0,0,23,405,86,228
50568,Puerto Gaitan,12,102,0,123,0,0,21,0,198,0,466,0,0,0,0,33,2615,703,419
50573,Puerto Lopez,7,60,0,101,0,0,16,0,193,0,726,0,0,0,0,79,4310,1152,94
50577,Puerto Lleras,5,2,0,0,0,0,3,0,40,0,59,0,0,0,0,47,838,377,181
50590,Puerto Rico,2,7,0,0,0,0,1,0,41,0,76,0,0,0,0,67,1191,325,159
50606,Restrepo,65,36,0,0,0,0,38,0,8,0,238,0,0,0,0,82,2075,383,3
50680,San Carlos de Guaroa,5,6,0,0,0,0,2,0,94,0,141,0,0,0,0,107,2129,409,39
50683,San Juan de Arama,7,4,0,0,0,0,1,0,24,0,66,0,0,0,0,58,1046,318,92
50686,San Juanito,49,1,0,0,0,0,3,0,0,0,12,0,0,0,0,4,97,27,0
50689,San Martin,13,13,0,0,0,0,9,0,284,0,315,0,0,0,0,200,4353,1046,111
50711,Vistahermosa,6,28,0,0,0,0,4,0,95,0,131,0,0,0,0,100,1882,971,538
52001,Pasto,1841,237,2023,10791,0,1306,0,0,53,8497,6259,0,802,0,0,525,28433,6015,488
52019,Alban,257,1,0,0,0,0,0,0,1,0,19,0,0,0,0,18,296,24,1
52022,Aldana,60,0,0,0,0,0,1,0,0,0,25,0,0,0,0,16,326,19,0
52036,Ancuya,44,0,0,0,0,0,0,0,0,0,32,0,0,0,0,19,435,68,0
52051,Arboleda,114,1,0,0,0,0,1,0,1,0,16,0,0,0,0,10,205,74,2
52079,Barbacoas,2,12,0,0,0,0,30,0,13,0,157,0,0,0,0,67,1291,138,952
52083,Belen,102,1,0,0,0,0,1,0,0,0,37,0,0,0,0,31,557,27,1
52110,Buesaco,415,33,0,0,0,0,1,0,0,0,50,0,0,0,0,32,684,225,0
52203,Colon,116,0,0,0,0,0,1,0,2,0,20,0,0,0,0,12,261,35,4
52207,Consaca,183,5,0,0,0,0,2,0,0,0,29,0,0,0,0,21,393,57,4
52210,Contadero,236,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,142,48,2
52215,Cordoba,441,2,0,0,0,0,0,0,2,0,29,0,0,0,0,33,495,79,3
52224,Cuaspud,195,3,0,0,0,0,1,0,0,0,17,0,0,0,0,16,255,35,1
52227,Cumbal,66,2,0,0,0,0,2,0,0,0,120,0,0,0,0,107,1917,269,7
52233,Cumbitara,68,5,0,0,0,0,2,0,2,0,39,0,0,0,0,27,549,207,59
52240,Chachagui,45,4,0,0,0,0,9,0,5,0,102,0,0,0,0,48,1136,1157,23
52250,El Charco,6,44,0,0,0,0,9,0,6,0,44,0,0,0,0,17,357,147,1246
52254,El Penol,63,1,0,0,0,0,2,0,0,0,19,0,0,0,0,16,259,33,8
52256,El Rosario,594,1,0,0,0,0,0,0,1,0,16,0,0,0,0,16,270,102,7
52258,El Tablon de Gomez,382,3,0,0,0,0,0,0,0,0,19,0,0,0,0,15,285,40,6
52260,El Tambo,208,3,0,0,0,0,2,0,0,0,54,0,0,0,0,42,786,96,7
52287,Funes,424,1,0,0,0,0,0,0,0,0,18,0,0,0,0,19,289,104,1
52317,Guachucal,272,0,0,0,0,0,0,0,0,0,50,0,0,0,0,47,823,74,4
52320,Guaitarilla,316,75,0,0,0,0,1,0,2,0,44,0,0,0,0,40,683,142,3
52323,Gualmatan,356,1,0,0,0,0,1,0,0,0,31,0,0,0,0,26,454,74,0
52352,Iles,120,0,0,0,0,0,0,0,1,0,19,0,0,0,0,21,307,125,7
52354,Imues,27,4,0,0,0,0,1,0,1,0,24,0,0,0,0,17,350,208,0
52356,Ipiales,500,52,396,1586,0,138,0,0,10,2170,1078,0,0,0,0,123,7808,1893,75
52378,La Cruz,70,1,0,0,0,0,1,0,0,0,89,0,0,0,0,81,1431,102,0
52381,La Florida,118,2,0,0,0,0,0,0,1,0,19,0,0,0,0,35,368,94,31
52385,La Llanada,41,0,0,0,0,0,1,0,2,0,37,0,0,0,0,32,580,81,40
52390,La Tola,0,8,0,0,0,0,0,0,1,0,27,0,0,0,0,22,384,195,300
52399,La Union,689,11,0,0,0,0,3,0,21,0,144,0,0,0,0,96,2038,287,36
52405,Leiva,400,0,0,0,0,0,0,0,3,0,32,0,0,0,0,29,505,147,25
52411,Linares,59,0,0,0,0,0,1,0,0,0,36,0,0,0,0,25,505,54,3
52418,Los Andes,96,1,0,0,0,0,0,0,1,0,54,0,0,0,0,42,831,180,23
52427,Magui,1,0,0,0,0,0,0,0,2,0,19,0,0,0,0,17,297,125,564
52435,Mallama,2,2,0,0,0,0,2,0,0,0,46,0,0,0,0,27,612,135,52
52473,Mosquera,21,40,0,0,0,0,1,0,1,0,7,0,0,0,0,8,79,171,1398
52480,Narino,122,3,0,0,0,0,1,0,0,0,33,0,0,0,0,28,485,85,16
52490,Olaya Herrera,27,76,0,0,0,0,3,0,6,0,27,0,0,0,0,15,254,517,2394
52506,Ospina,133,2,0,0,0,0,3,0,0,0,32,0,0,0,0,26,441,74,0
52520,Francisco Pizarro,0,15,0,0,0,0,1,0,0,0,10,0,0,0,0,9,128,136,1070
52540,Policarpa,154,9,0,0,0,0,2,0,8,0,63,0,0,0,0,45,911,225,75
52560,Potosi,105,2,0,0,0,0,2,0,0,0,31,0,0,0,0,19,405,35,2
52565,Providencia,74,0,0,0,0,0,1,0,0,0,16,0,0,0,0,27,266,79,14
52573,Puerres,481,0,0,0,0,0,4,0,0,0,46,0,0,0,0,36,621,194,30
52585,Pupiales,338,4,0,0,0,0,3,0,0,0,80,0,0,0,0,55,1090,244,3
52612,Ricaurte,1,5,0,0,0,0,12,0,25,0,58,0,0,0,0,27,459,413,435
52621,Roberto Payan,2,9,0,0,0,0,1,0,3,0,13,0,0,0,0,10,176,50,469
52678,Samaniego,221,1,0,0,0,0,24,0,33,0,156,0,0,0,0,102,1704,322,84
52683,Sandona,330,10,0,0,0,0,9,0,4,0,182,0,0,0,0,154,2633,366,32
52685,San Bernardo,152,0,0,0,0,0,1,0,0,0,27,0,0,0,0,23,410,43,3
52687,San Lorenzo,486,0,0,0,0,0,0,0,1,0,14,0,0,0,0,23,272,118,3
52693,San Pablo,170,2,0,0,0,0,1,0,0,0,67,0,0,0,0,43,935,166,3
52694,San Pedro de Cartago,25,1,0,0,0,0,0,0,0,0,10,0,0,0,0,8,160,33,0
52696,Santa Barbara,3,2,0,0,0,0,3,0,7,0,15,0,0,0,0,5,97,12,667
52699,Santacruz,64,0,0,0,0,0,3,0,0,0,23,0,0,0,0,16,272,25,19
52720,Sapuyes,57,0,0,0,0,0,0,0,0,0,23,0,0,0,0,44,472,87,1
52786,Taminango,481,6,0,0,0,0,3,0,6,0,104,0,0,0,0,87,1569,510,13
52788,Tangua,371,0,0,0,0,0,1,0,0,0,22,0,0,0,0,16,298,140,1
52835,San Andres de Tumaco,74,846,52,206,0,902,0,0,157,1862,1020,0,0,0,0,251,6820,3488,11014
52838,Tuquerres,299,94,0,100,0,0,48,0,5,0,669,0,0,0,0,65,3663,487,24
52885,Yacuanquer,330,4,0,0,0,0,12,0,0,0,66,0,0,0,0,35,618,152,3
54001,Cucuta,1229,1437,1723,9194,0,2685,0,0,830,21760,15452,0,806,0,0,1580,72016,27750,8647
54003,Abrego,230,101,0,0,0,0,10,0,3,0,201,0,0,0,0,126,2694,280,5
54051,Arboledas,200,1,0,0,0,0,1,0,1,0,26,0,0,0,0,15,340,87,9
54099,Bochalema,219,4,0,0,0,0,3,0,1,0,70,0,0,0,0,34,853,328,22
54109,Bucarasica,45,1,0,0,0,0,0,0,0,0,11,0,0,0,0,10,171,56,3
54125,Cacota,102,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,72,28,0
54128,Cachira,129,8,0,0,0,0,0,0,0,0,33,0,0,0,0,21,466,119,0
54172,Chinacota,263,7,0,0,0,0,6,0,12,0,187,0,0,0,0,86,2310,1160,11
54174,Chitaga,170,0,0,0,0,0,0,0,2,0,38,0,0,0,0,30,558,84,0
54206,Convencion,648,5,0,0,0,0,1,0,24,0,80,0,0,0,0,64,1222,396,21
54223,Cucutilla,176,3,0,0,0,0,1,0,0,0,17,0,0,0,0,11,210,90,1
54239,Durania,248,16,0,0,0,0,1,0,2,0,23,0,0,0,0,13,288,91,4
54245,El Carmen,501,2,0,0,0,0,0,0,7,0,43,0,0,0,0,40,707,201,17
54250,El Tarra,115,1,0,0,0,0,0,0,20,0,70,0,0,0,0,65,1145,305,334
54261,El Zulia,111,12,0,0,0,0,3,0,27,0,218,0,0,0,0,126,2964,292,156
54313,Gramalote,4,7,0,0,0,0,34,0,0,0,104,0,0,0,0,11,316,143,5
54344,Hacari,110,1,0,0,0,0,0,0,2,0,16,0,0,0,0,11,224,27,5
54347,Herran,45,5,0,0,0,0,0,0,0,0,9,0,0,0,0,6,122,10,14
54377,Labateca,51,0,0,0,0,0,1,0,0,0,19,0,0,0,0,9,222,34,0
54385,La Esperanza,5,2,0,0,0,0,1,0,5,0,50,0,0,0,0,44,813,126,52
54398,La Playa,171,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,148,65,1
54405,Los Patios,19,85,208,836,0,346,0,0,146,3256,1675,0,0,0,0,82,11439,2801,275
54418,Lourdes,105,1,0,0,0,0,0,0,0,0,22,0,0,0,0,14,301,96,5
54480,Mutiscua,69,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,149,21,0
54498,Ocana,745,15,502,2006,0,45,0,0,158,3600,1612,0,0,0,0,242,12717,2206,280
54518,Pamplona,443,17,216,862,0,42,0,0,5,1332,666,0,0,0,0,26,4684,895,16
54520,Pamplonita,36,3,0,0,0,0,1,0,0,0,21,0,0,0,0,11,266,53,1
54553,Puerto Santander,1,0,0,0,0,0,1,0,16,0,80,0,0,0,0,62,1222,100,65
54599,Ragonvalia,100,10,0,0,0,0,1,0,0,0,32,0,0,0,0,21,437,70,5
54660,Salazar,363,3,0,0,0,0,2,0,1,0,50,0,0,0,0,35,705,247,17
54670,San Calixto,136,0,0,0,0,0,0,0,8,0,19,0,0,0,0,17,317,49,1
54673,San Cayetano,204,0,0,0,0,0,0,0,25,0,76,0,0,0,0,51,1111,268,48
54680,Santiago,61,3,0,0,0,0,0,0,0,0,20,0,0,0,0,15,313,49,1
54720,Sardinata,107,21,0,0,0,0,3,0,2,0,137,0,0,0,0,97,2017,258,48
54743,Silos,167,1,0,0,0,0,0,0,0,0,23,0,0,0,0,16,338,83,1
54800,Teorama,178,0,0,0,0,0,0,0,3,0,23,0,0,0,0,24,393,72,7
54810,Tibu,42,17,0,49,0,0,8,0,128,0,566,0,0,0,0,68,3491,610,1262
54820,Toledo,214,3,0,0,0,0,2,0,1,0,78,0,0,0,0,45,1056,157,12
54871,Villa Caro,243,0,0,0,0,0,1,0,1,0,19,0,0,0,0,12,255,113,1
54874,Villa del Rosario,168,67,232,924,0,598,0,0,246,3558,1782,0,0,0,0,191,12555,4188,508
63001,Armenia,424,813,542,2891,0,4043,0,0,581,9468,7256,0,300,0,0,271,31235,5579,1323
63111,Buenavista,4,3,0,0,0,0,1,0,3,0,27,0,0,0,0,13,316,27,5
63130,Calarca,123,169,178,716,0,750,0,0,315,2500,1404,0,0,0,0,93,8817,1072,331
63190,Circasia,93,56,0,83,0,0,28,0,49,0,790,0,0,0,0,34,4372,419,170
63212,Cordoba,21,2,0,0,0,0,2,0,3,0,57,0,0,0,0,32,712,42,12
63272,Filandia,32,45,0,0,0,0,32,0,9,0,167,0,0,0,0,57,1271,117,25
63302,Genova,190,4,0,0,0,0,11,0,1,0,67,0,0,0,0,31,610,72,3
63401,La Tebaida,19,25,0,46,0,0,232,0,94,0,1217,0,0,0,0,40,5093,416,138
63470,Montenegro,180,20,0,60,0,0,78,0,193,0,1030,0,0,0,0,50,5376,391,270
63548,Pijao,106,1,0,0,0,0,2,0,2,0,33,0,0,0,0,18,408,40,4
63594,Quimbaya,146,17,0,56,0,0,44,0,30,0,805,0,0,0,0,31,4280,364,61
63690,Salento,113,19,0,0,0,0,6,0,39,0,66,0,0,0,0,32,727,85,64
66001,Pereira,768,764,1152,6143,0,6445,0,0,754,11246,8712,0,581,0,0,479,37558,9520,2069
66045,Apia,248,146,0,0,0,0,38,0,3,0,134,0,0,0,0,29,618,132,3
66075,Balboa,50,10,0,0,0,0,1,0,4,0,26,0,0,0,0,18,309,31,15
66088,Belen de Umbria,252,9,0,0,0,0,42,0,6,0,248,0,0,0,0,88,2064,348,13
66170,Dosquebradas,137,167,603,3209,0,2541,0,0,92,6068,4719,0,294,0,0,136,20067,4042,278
66318,Guatica,281,3,0,0,0,0,4,0,4,0,64,0,0,0,0,38,804,103,9
66383,La Celia,75,10,0,0,0,0,13,0,0,0,59,0,0,0,0,24,447,57,40
66400,La Virginia,16,56,0,157,0,0,66,0,11,0,934,0,0,0,0,20,4572,522,29
66440,Marsella,298,16,0,0,0,0,72,0,16,0,270,0,0,0,0,69,1440,157,55
66456,Mistrato,130,20,0,0,0,0,3,0,7,0,66,0,0,0,0,48,900,199,44
66572,Pueblo Rico,37,9,0,0,0,0,42,0,21,0,142,0,0,0,0,33,634,178,95
66594,Quinchia,197,16,0,0,0,0,11,0,50,0,147,0,0,0,0,79,1755,359,72
66682,Santa Rosa de Cabal,578,74,272,1090,0,963,0,0,100,1812,1142,0,0,0,0,59,6448,1305,217
66687,Santuario,382,20,0,0,0,0,6,0,2,0,83,0,0,0,0,55,1013,134,10
68001,Bucaramanga,515,641,1783,9509,0,2119,0,0,68,5620,4212,0,650,0,0,212,18480,2653,527
68013,Aguada,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,48,18,0
68020,Albania,21,4,0,0,0,0,0,0,0,0,8,0,0,0,0,4,93,33,10
68051,Aratoca,53,3,0,0,0,0,1,0,0,0,24,0,0,0,0,21,365,25,4
68077,Barbosa,4,17,0,375,0,0,17,0,10,0,750,0,0,0,0,18,4151,778,48
68079,Barichara,475,3,0,0,0,0,1,0,0,0,29,0,0,0,0,12,344,322,0
68081,Barrancabermeja,51,145,0,2540,477,0,0,490,82,0,3072,6793,0,0,184,476,24168,4352,2918
68092,Betulia,151,36,0,0,0,0,1,0,5,0,26,0,0,0,0,17,352,199,97
